State,Gender,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
Oregon,Female,Bachelor,7851.0,32225.0,66.0,0,Personal Auto,Four-Door Car,316.8
Arizona,Female,High School or Below,8932.0,60909.0,112.0,0,Personal Auto,SUV,412.106287
California,Male,High School or Below,5060.0,70999.0,63.0,0,Corporate Auto,Four-Door Car,305.603239
Oregon,Female,College,11196.0,75457.0,93.0,0,Personal Auto,Four-Door Car,151.572213
Oregon,Male,High School or Below,4431.0,24059.0,112.0,0,Personal Auto,SUV,537.6
California,Male,College,10330.0,56480.0,87.0,0,Personal Auto,Four-Door Car,384.695536
Oregon,Female,College,9919.0,37586.0,63.0,0,Corporate Auto,Two-Door Car,153.489143
Arizona,Male,High School or Below,5876.0,97026.0,73.0,0,Personal Auto,Two-Door Car,97.417808
Washington,Male,College,2734.0,54010.0,69.0,0,Personal Auto,Four-Door Car,331.2
Arizona,Female,Bachelor,3694.0,87485.0,92.0,0,Personal Auto,Four-Door Car,441.6
Washington,Female,Bachelor,9522.0,74583.0,118.0,0,Personal Auto,SUV,161.210468
Oregon,Male,College,4378.0,0.0,64.0,0,Personal Auto,Two-Door Car,460.8
Arizona,Male,High School or Below,6432.0,21238.0,95.0,4,Personal Auto,Four-Door Car,456.0
Nevada,Female,High School or Below,6723.0,0.0,93.0,0,Personal Auto,Four-Door Car,669.6
California,Female,High School or Below,2397.0,22283.0,65.0,0,Personal Auto,Four-Door Car,572.072106
Arizona,Male,Master,2394.0,58237.0,63.0,3,Personal Auto,Two-Door Car,273.691831
California,Female,Bachelor,2359.0,19864.0,63.0,0,Personal Auto,Four-Door Car,352.394515
Oregon,Female,College,4081.0,57283.0,106.0,1,Personal Auto,SUV,337.95778
Washington,Male,Master,27000.0,0.0,104.0,0,Personal Auto,Four-Door Car,622.88852
Oregon,Male,College,10914.0,71656.0,137.0,0,Special Auto,SUV,61.915326
Nevada,Female,Bachelor,3446.0,0.0,94.0,0,Corporate Auto,Four-Door Car,590.626396
California,Male,Bachelor,6625.0,41460.0,83.0,0,Personal Auto,Four-Door Car,398.4
Washington,Female,Bachelor,20067.0,85165.0,101.0,0,Personal Auto,Four-Door Car,384.31404
Nevada,Female,High School or Below,3872.0,0.0,111.0,0,Personal Auto,Four-Door Car,799.2
California,Female,Bachelor,4171.0,36723.0,106.0,1,Personal Auto,SUV,580.091966
California,Male,High School or Below,6689.0,56980.0,84.0,0,Personal Auto,Two-Door Car,599.000883
Arizona,Male,Doctor,9009.0,32260.0,113.0,0,Personal Auto,Four-Door Car,601.124657
California,Male,Bachelor,4975.0,75644.0,65.0,3,Personal Auto,Two-Door Car,467.803638
Oregon,Male,High School or Below,2506.0,92056.0,62.0,0,Personal Auto,Four-Door Car,89.398794
California,Female,College,4968.0,28524.0,62.0,0,Personal Auto,Four-Door Car,297.6
California,Male,College,1918.0,0.0,61.0,2,Personal Auto,Two-Door Car,439.2
Oregon,Female,Bachelor,3146.0,28089.0,82.0,1,Personal Auto,Two-Door Car,411.856297
California,Female,Bachelor,5963.0,87020.0,74.0,0,Personal Auto,Four-Door Car,331.116399
California,Male,Doctor,2861.0,27907.0,74.0,1,Personal Auto,Four-Door Car,406.439436
Oregon,Female,Bachelor,2857.0,91811.0,70.0,0,Personal Auto,Four-Door Car,333.7925
California,Male,High School or Below,7630.0,0.0,111.0,0,Special Auto,SUV,799.2
Oregon,Male,College,5716.0,69451.0,72.0,0,Corporate Auto,Four-Door Car,230.241775
Arizona,Male,Bachelor,5114.0,92427.0,64.0,2,Personal Auto,Four-Door Car,126.049033
Arizona,Female,Doctor,5070.0,0.0,69.0,0,Personal Auto,Four-Door Car,331.2
Oregon,Male,Bachelor,12037.0,44428.0,104.0,0,Special Auto,SUV,499.2
Oregon,Female,High School or Below,8680.0,55842.0,109.0,0,Personal Auto,SUV,703.118925
Oregon,Male,College,4911.0,52796.0,62.0,0,Corporate Auto,Four-Door Car,297.6
California,Male,Master,17430.0,41775.0,109.0,0,Personal Auto,Sports Car,104.672657
California,Female,Bachelor,2396.0,0.0,66.0,2,Corporate Auto,Four-Door Car,433.160284
California,Female,High School or Below,5672.0,34974.0,71.0,0,Special Auto,Four-Door Car,315.160937
Washington,Female,College,14413.0,56457.0,73.0,0,Personal Auto,Four-Door Car,138.460771
Arizona,Female,Bachelor,5218.0,39854.0,66.0,0,Personal Auto,Two-Door Car,261.930545
California,Female,Bachelor,2363.0,27839.0,65.0,5,Personal Auto,Two-Door Car,312.0
California,Male,High School or Below,4656.0,88240.0,117.0,0,Personal Auto,SUV,561.6
Oregon,Female,High School or Below,35692.0,0.0,102.0,0,Personal Auto,SUV,1123.212014
California,Male,College,10249.0,52693.0,129.0,0,Personal Auto,SUV,619.2
Oregon,Female,Bachelor,6898.0,65337.0,173.0,1,Personal Auto,SUV,830.4
Oregon,Female,Bachelor,5010.0,64014.0,63.0,0,Corporate Auto,Four-Door Car,295.871784
Oregon,Female,High School or Below,4250.0,0.0,61.0,1,Personal Auto,Four-Door Car,292.8
Oregon,Female,College,10209.0,35482.0,129.0,0,Corporate Auto,SUV,619.2
Arizona,Female,High School or Below,4962.0,20951.0,65.0,0,Personal Auto,Four-Door Car,312.0
Oregon,Female,High School or Below,4477.0,0.0,62.0,0,Personal Auto,Four-Door Car,297.6
Washington,Female,High School or Below,2755.0,39393.0,70.0,1,Special Auto,Four-Door Car,405.883346
Oregon,Male,College,8272.0,62912.0,69.0,0,Personal Auto,Two-Door Car,168.358644
California,Male,High School or Below,5927.0,33561.0,152.0,0,Corporate Auto,Sports Car,235.316581
Washington,Female,High School or Below,8548.0,53055.0,112.0,2,Personal Auto,SUV,537.6
Arizona,Male,High School or Below,21284.0,0.0,63.0,0,Personal Auto,Two-Door Car,302.4
Oregon,Female,High School or Below,6447.0,55037.0,80.0,1,Corporate Auto,Four-Door Car,481.823284
Oregon,Female,High School or Below,4484.0,0.0,65.0,0,Personal Auto,Four-Door Car,463.382118
Oregon,Female,High School or Below,30287.0,27587.0,103.0,1,Corporate Auto,Sports Car,241.141192
California,Female,High School or Below,13840.0,29658.0,119.0,0,Personal Auto,SUV,571.2
California,Female,College,5392.0,63633.0,68.0,1,Corporate Auto,Two-Door Car,374.024077
California,Male,College,3847.0,23459.0,96.0,0,Personal Auto,Four-Door Car,185.070399
Nevada,Male,High School or Below,6369.0,34498.0,83.0,0,Personal Auto,Two-Door Car,398.4
Arizona,Female,College,5317.0,28559.0,66.0,0,Corporate Auto,Four-Door Car,427.242973
Oregon,Male,Doctor,5124.0,73740.0,64.0,0,Personal Auto,Two-Door Car,229.272206
Washington,Male,High School or Below,4152.0,0.0,125.0,0,Personal Auto,SUV,900.0
California,Female,College,2595.0,25925.0,72.0,3,Corporate Auto,Two-Door Car,660.587577
Nevada,Male,Bachelor,5763.0,31725.0,76.0,0,Personal Auto,Two-Door Car,177.234
Washington,Male,College,18371.0,49659.0,234.0,0,Personal Auto,Luxury Car,1684.8
California,Male,Bachelor,21923.0,81197.0,109.0,0,Personal Auto,Sports Car,94.731199
Arizona,Female,Master,10547.0,43922.0,88.0,0,Personal Auto,Four-Door Car,108.701381
Nevada,Female,Bachelor,8389.0,87123.0,69.0,0,Corporate Auto,Four-Door Car,118.468275
Oregon,Female,Bachelor,7189.0,0.0,66.0,0,Personal Auto,Four-Door Car,278.574142
Oregon,Female,Master,3239.0,68745.0,80.0,0,Personal Auto,Four-Door Car,473.613006
California,Female,College,10961.0,29815.0,95.0,0,Personal Auto,Four-Door Car,76.175672
Oregon,Female,High School or Below,2661.0,53333.0,66.0,0,Personal Auto,Two-Door Car,22.945038
Oregon,Female,College,2004.0,0.0,66.0,4,Personal Auto,Four-Door Car,316.8
Washington,Male,High School or Below,15484.0,24661.0,196.0,0,Personal Auto,Luxury SUV,1961.162049
Oregon,Male,Bachelor,8941.0,95351.0,111.0,0,Personal Auto,Sports Car,406.48025
Washington,Female,Bachelor,5084.0,62088.0,64.0,2,Corporate Auto,Two-Door Car,73.258034
Nevada,Female,Master,9031.0,0.0,122.0,0,Personal Auto,Sports Car,650.52179
Oregon,Male,College,32098.0,31503.0,105.0,3,Personal Auto,SUV,504.0
Oregon,Male,College,22332.0,49078.0,97.0,0,Corporate Auto,Four-Door Car,484.013411
Nevada,Female,High School or Below,8560.0,28120.0,112.0,0,Personal Auto,SUV,537.6
California,Female,College,7715.0,0.0,106.0,0,Personal Auto,Sports Car,763.2
California,Male,Bachelor,2937.0,44369.0,77.0,3,Personal Auto,Four-Door Car,362.276183
Washington,Male,High School or Below,5112.0,15131.0,67.0,0,Personal Auto,Four-Door Car,321.6
California,Female,Bachelor,5120.0,26890.0,65.0,0,Personal Auto,Two-Door Car,312.0
California,Male,Doctor,2495.0,45855.0,62.0,1,Personal Auto,Four-Door Car,0.887629
Oregon,Male,Bachelor,23595.0,76358.0,66.0,0,Corporate Auto,Four-Door Car,86.461582
California,Female,Bachelor,5656.0,45586.0,72.0,0,Personal Auto,Four-Door Car,203.42306
Nevada,Male,College,15673.0,43267.0,78.0,0,Special Auto,Four-Door Car,453.073096
Oregon,Male,High School or Below,8509.0,0.0,82.0,0,Personal Auto,Four-Door Car,590.4
Oregon,Male,Master,6418.0,46648.0,81.0,0,Personal Auto,Four-Door Car,123.576765
Oregon,Female,High School or Below,3056.0,42406.0,77.0,0,Corporate Auto,Four-Door Car,108.871857
California,Male,Master,5746.0,50798.0,72.0,0,Personal Auto,Four-Door Car,64.977867
Oregon,Male,Bachelor,23595.0,76358.0,66.0,0,Personal Auto,Four-Door Car,86.461582
Oregon,Male,College,6006.0,13528.0,86.0,0,Personal Auto,Four-Door Car,412.8
Oregon,Male,Bachelor,5029.0,0.0,67.0,0,Personal Auto,Four-Door Car,80.753763
California,Female,Bachelor,3410.0,85023.0,85.0,0,Personal Auto,Four-Door Car,408.0
Oregon,Female,High School or Below,4348.0,0.0,62.0,0,Corporate Auto,Four-Door Car,675.661163
Nevada,Female,High School or Below,8337.0,74460.0,69.0,0,Corporate Auto,Two-Door Car,331.2
Nevada,Male,Bachelor,2347.0,22932.0,62.0,0,Personal Auto,Four-Door Car,297.6
Arizona,Female,College,4991.0,54189.0,62.0,0,Personal Auto,Two-Door Car,29.035528
California,Male,College,2880.0,42247.0,74.0,0,Personal Auto,Two-Door Car,355.2
California,Male,High School or Below,3482.0,0.0,96.0,0,Personal Auto,Four-Door Car,726.132858
California,Male,High School or Below,8216.0,0.0,117.0,0,Personal Auto,Four-Door Car,983.127481
Oregon,Male,Bachelor,3155.0,36706.0,80.0,0,Personal Auto,Four-Door Car,488.296267
Arizona,Male,College,5292.0,67899.0,66.0,1,Corporate Auto,Four-Door Car,316.8
Oregon,Female,College,6554.0,0.0,61.0,0,Corporate Auto,Two-Door Car,365.820487
Washington,Female,College,7618.0,41900.0,63.0,0,Corporate Auto,Four-Door Car,170.496071
Nevada,Male,Bachelor,24611.0,72786.0,76.0,0,Personal Auto,Four-Door Car,363.845631
Oregon,Female,College,3143.0,60108.0,78.0,0,Personal Auto,Four-Door Car,507.060901
Arizona,Female,High School or Below,32021.0,31433.0,100.0,0,Personal Auto,SUV,635.020091
Washington,Female,College,5097.0,27940.0,65.0,1,Personal Auto,Two-Door Car,27.66775
California,Female,High School or Below,4890.0,51246.0,122.0,0,Personal Auto,SUV,817.692013
Oregon,Male,Bachelor,5113.0,56587.0,65.0,1,Personal Auto,Four-Door Car,312.0
Arizona,Female,High School or Below,2725.0,45025.0,69.0,1,Personal Auto,Four-Door Car,452.271771
California,Female,High School or Below,9781.0,0.0,132.0,0,Corporate Auto,SUV,950.4
Arizona,Female,Bachelor,15043.0,22799.0,190.0,0,Corporate Auto,SUV,912.0
Oregon,Male,Doctor,5308.0,82601.0,66.0,0,Personal Auto,Four-Door Car,186.387874
Oregon,Female,Master,19161.0,22705.0,239.0,0,Personal Auto,Luxury SUV,1294.700423
Oregon,Male,High School or Below,3325.0,0.0,92.0,0,Personal Auto,Two-Door Car,441.6
California,Female,College,3792.0,41212.0,95.0,0,Personal Auto,Four-Door Car,405.443681
Arizona,Female,High School or Below,7600.0,0.0,70.0,0,Personal Auto,Four-Door Car,504.0
California,Female,High School or Below,6950.0,21687.0,88.0,0,Personal Auto,Four-Door Car,603.100479
California,Female,College,4605.0,22571.0,63.0,0,Personal Auto,Four-Door Car,302.4
Oregon,Female,High School or Below,5864.0,72032.0,72.0,0,Personal Auto,Four-Door Car,438.149129
Washington,Female,Bachelor,15374.0,42570.0,128.0,0,Personal Auto,SUV,587.409205
Arizona,Male,College,3231.0,62873.0,81.0,0,Corporate Auto,Four-Door Car,207.75186
Oregon,Female,Bachelor,9295.0,21370.0,77.0,0,Corporate Auto,Four-Door Car,105.181202
Arizona,Female,Bachelor,2505.0,66081.0,64.0,1,Personal Auto,Four-Door Car,42.029731
Oregon,Female,Master,7082.0,93854.0,87.0,0,Corporate Auto,Two-Door Car,417.6
Arizona,Female,Doctor,9560.0,19429.0,122.0,0,Special Auto,SUV,683.45551
California,Female,Bachelor,6756.0,46879.0,86.0,2,Personal Auto,Four-Door Car,324.944098
Oregon,Male,Bachelor,5291.0,36791.0,68.0,0,Personal Auto,Four-Door Car,326.4
California,Male,High School or Below,8391.0,40211.0,106.0,2,Personal Auto,Two-Door Car,710.740743
Arizona,Male,College,21151.0,48642.0,77.0,0,Personal Auto,Four-Door Car,92.307736
California,Male,College,9264.0,69063.0,115.0,0,Personal Auto,Two-Door Car,552.0
Arizona,Female,Doctor,2854.0,87455.0,71.0,0,Corporate Auto,Four-Door Car,329.238904
Washington,Male,High School or Below,6245.0,80101.0,79.0,0,Personal Auto,Four-Door Car,442.9167
California,Male,High School or Below,2129.0,0.0,61.0,1,Corporate Auto,Four-Door Car,292.8
Nevada,Male,College,14790.0,51817.0,129.0,4,Personal Auto,SUV,712.833284
Arizona,Female,Bachelor,5324.0,31561.0,68.0,0,Personal Auto,Four-Door Car,326.4
Arizona,Female,Doctor,2863.0,64640.0,73.0,2,Personal Auto,Four-Door Car,327.912134
California,Female,Master,8615.0,64220.0,107.0,0,Personal Auto,SUV,48.782626
Oregon,Male,College,4932.0,33580.0,62.0,0,Corporate Auto,Four-Door Car,315.326222
Arizona,Male,College,4642.0,0.0,64.0,0,Personal Auto,Two-Door Car,770.254285
Arizona,Male,Bachelor,21424.0,0.0,65.0,0,Personal Auto,Two-Door Car,312.0
Oregon,Male,High School or Below,4858.0,0.0,67.0,0,Personal Auto,Four-Door Car,482.4
Arizona,Male,Master,5261.0,43318.0,66.0,0,Personal Auto,Four-Door Car,48.936563
California,Female,College,3274.0,83869.0,81.0,0,Personal Auto,Four-Door Car,348.186032
California,Male,High School or Below,6134.0,43875.0,78.0,0,Corporate Auto,Four-Door Car,289.468771
Washington,Female,Bachelor,3691.0,59016.0,92.0,0,Corporate Auto,Four-Door Car,441.6
California,Female,College,2777.0,70793.0,69.0,0,Personal Auto,Four-Door Car,62.625841
California,Male,Doctor,10972.0,24164.0,137.0,0,Personal Auto,Sports Car,657.6
Washington,Female,Master,4178.0,29133.0,104.0,0,Personal Auto,Sports Car,499.2
Washington,Male,High School or Below,5839.0,81082.0,73.0,0,Corporate Auto,Four-Door Car,281.295903
California,Male,Bachelor,6462.0,0.0,65.0,0,Corporate Auto,Four-Door Car,312.0
California,Male,College,5110.0,21277.0,66.0,0,Corporate Auto,Four-Door Car,316.8
California,Male,High School or Below,8279.0,16924.0,226.0,0,Personal Auto,Luxury SUV,1084.8
California,Male,College,8682.0,10540.0,115.0,0,Corporate Auto,SUV,552.0
Oregon,Male,High School or Below,9416.0,0.0,133.0,0,Special Auto,Sports Car,1361.993232
Oregon,Male,College,3231.0,62873.0,81.0,0,Special Auto,Four-Door Car,207.75186
California,Male,High School or Below,17019.0,98623.0,211.0,0,Personal Auto,Luxury SUV,1012.8
Oregon,Male,College,2648.0,37876.0,69.0,0,Corporate Auto,Four-Door Car,300.056383
Arizona,Male,Bachelor,12883.0,77469.0,109.0,1,Personal Auto,SUV,757.170246
California,Female,College,20930.0,30535.0,66.0,0,Personal Auto,Four-Door Car,94.142294
California,Male,College,4814.0,0.0,67.0,0,Personal Auto,Four-Door Car,482.4
Oregon,Male,Bachelor,4837.0,39310.0,61.0,0,Personal Auto,Four-Door Car,93.181865
Nevada,Female,Master,18745.0,27229.0,99.0,0,Personal Auto,Four-Door Car,475.2
Washington,Male,College,17368.0,41418.0,112.0,0,Personal Auto,SUV,537.6
Oregon,Female,College,9013.0,67840.0,112.0,0,Personal Auto,SUV,83.240006
California,Female,Bachelor,5872.0,0.0,80.0,0,Corporate Auto,Four-Door Car,871.055266
Oregon,Male,College,5927.0,23091.0,96.0,5,Personal Auto,Four-Door Car,460.8
Arizona,Female,Master,5454.0,69468.0,67.0,0,Personal Auto,Four-Door Car,302.733593
California,Male,High School or Below,9107.0,74143.0,114.0,0,Personal Auto,SUV,547.2
Arizona,Male,High School or Below,5013.0,65165.0,126.0,1,Personal Auto,SUV,604.8
California,Female,College,6672.0,50537.0,165.0,0,Personal Auto,SUV,60.005031
Oregon,Female,College,6521.0,72608.0,82.0,3,Personal Auto,Four-Door Car,393.6
Nevada,Female,High School or Below,13024.0,26312.0,110.0,1,Personal Auto,Four-Door Car,565.837664
Oregon,Male,High School or Below,2749.0,56900.0,68.0,0,Personal Auto,Four-Door Car,304.115627
Oregon,Female,Bachelor,2804.0,60707.0,70.0,0,Corporate Auto,Four-Door Car,327.061103
Oregon,Male,Bachelor,7231.0,67276.0,61.0,0,Personal Auto,Two-Door Car,181.804443
Oregon,Female,High School or Below,8329.0,30865.0,104.0,0,Personal Auto,SUV,21.261834
California,Female,Master,4627.0,79487.0,114.0,0,Personal Auto,SUV,547.2
California,Female,Doctor,6265.0,0.0,84.0,1,Personal Auto,Four-Door Car,481.025786
Oregon,Male,College,4504.0,0.0,62.0,0,Personal Auto,Two-Door Car,135.851316
Oregon,Female,Bachelor,11533.0,41098.0,96.0,0,Personal Auto,Two-Door Car,250.058657
Arizona,Female,College,5350.0,89158.0,67.0,0,Personal Auto,Four-Door Car,272.195232
Oregon,Female,Master,2856.0,99612.0,70.0,0,Personal Auto,Two-Door Car,336.0
Nevada,Male,High School or Below,6602.0,0.0,194.0,0,Corporate Auto,Luxury SUV,2306.508397
Oregon,Female,High School or Below,3470.0,94885.0,86.0,3,Personal Auto,Four-Door Car,170.532133
Arizona,Female,College,5895.0,78352.0,74.0,0,Personal Auto,Two-Door Car,152.365482
Oregon,Female,High School or Below,5066.0,43460.0,63.0,0,Personal Auto,Four-Door Car,302.4
Oregon,Female,High School or Below,41788.0,46587.0,119.0,2,Personal Auto,Four-Door Car,571.2
Nevada,Female,High School or Below,4882.0,21236.0,123.0,0,Personal Auto,SUV,131.262395
California,Female,Bachelor,3838.0,0.0,106.0,0,Personal Auto,SUV,117.229971
Oregon,Male,College,2154.0,0.0,65.0,0,Personal Auto,Four-Door Car,312.0
California,Male,High School or Below,5049.0,0.0,68.0,0,Personal Auto,Four-Door Car,457.169818
California,Male,College,13870.0,28432.0,118.0,0,Corporate Auto,SUV,612.300581
Oregon,Male,High School or Below,5213.0,65167.0,131.0,0,Personal Auto,SUV,628.8
Washington,Female,College,4911.0,33700.0,62.0,0,Corporate Auto,Four-Door Car,274.114843
Arizona,Female,College,7752.0,0.0,105.0,0,Personal Auto,SUV,756.0
California,Female,College,25465.0,13663.0,97.0,0,Personal Auto,Four-Door Car,465.6
Oregon,Male,College,9473.0,0.0,131.0,0,Corporate Auto,SUV,628.8
Arizona,Female,College,5927.0,0.0,84.0,2,Personal Auto,Four-Door Car,403.2
Oregon,Female,Bachelor,8470.0,0.0,82.0,0,Personal Auto,Four-Door Car,479.312226
Arizona,Female,College,8676.0,65933.0,108.0,0,Personal Auto,SUV,379.951464
Oregon,Female,College,18206.0,0.0,128.0,0,Corporate Auto,Sports Car,614.4
Washington,Male,High School or Below,2618.0,28663.0,66.0,0,Corporate Auto,Two-Door Car,430.604489
Arizona,Male,Bachelor,3350.0,78092.0,84.0,0,Corporate Auto,Four-Door Car,344.015386
Nevada,Female,High School or Below,5980.0,57693.0,76.0,0,Corporate Auto,Four-Door Car,547.2
Oregon,Female,Master,16302.0,19614.0,85.0,0,Personal Auto,Two-Door Car,574.024018
California,Female,High School or Below,7883.0,23235.0,99.0,0,Personal Auto,Four-Door Car,587.656629
California,Male,Bachelor,7749.0,79528.0,64.0,0,Personal Auto,Two-Door Car,175.429028
California,Female,Master,15860.0,0.0,136.0,0,Personal Auto,SUV,46.098963
Oregon,Male,High School or Below,2280.0,23253.0,61.0,0,Personal Auto,Two-Door Car,292.8
California,Male,College,15273.0,40571.0,100.0,2,Personal Auto,SUV,361.788917
California,Female,Bachelor,5499.0,60668.0,138.0,0,Personal Auto,SUV,553.699596
California,Male,Doctor,5743.0,61776.0,73.0,3,Personal Auto,Two-Door Car,343.278996
California,Male,Master,3943.0,38820.0,99.0,0,Personal Auto,Four-Door Car,547.619785
California,Female,Bachelor,2504.0,47285.0,63.0,0,Personal Auto,Four-Door Car,302.4
Oregon,Male,High School or Below,4559.0,0.0,62.0,0,Corporate Auto,Four-Door Car,446.4
Oregon,Male,Bachelor,67907.0,78310.0,192.0,1,Personal Auto,Sports Car,151.711475
Nevada,Female,College,2397.0,26222.0,62.0,0,Personal Auto,Four-Door Car,297.6
Arizona,Male,High School or Below,5569.0,0.0,79.0,1,Personal Auto,Two-Door Car,407.440238
Oregon,Female,College,7335.0,83926.0,181.0,0,Personal Auto,Luxury Car,124.447153
California,Male,Master,7150.0,24124.0,91.0,0,Corporate Auto,Four-Door Car,436.8
Nevada,Male,High School or Below,12024.0,28879.0,106.0,0,Personal Auto,Sports Car,763.2
Oregon,Male,Bachelor,4019.0,0.0,112.0,0,Corporate Auto,SUV,544.250322
Oregon,Female,College,4771.0,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545
Nevada,Female,High School or Below,29297.0,0.0,115.0,0,Personal Auto,SUV,1251.042795
Washington,Female,College,27930.0,88105.0,86.0,0,Personal Auto,Four-Door Car,412.8
Oregon,Female,College,2900.0,66524.0,74.0,4,Personal Auto,Two-Door Car,238.517525
Oregon,Male,Bachelor,2331.0,27398.0,68.0,1,Personal Auto,Four-Door Car,326.4
Arizona,Male,High School or Below,8562.0,37759.0,108.0,0,Corporate Auto,SUV,518.4
California,Male,College,11281.0,45743.0,96.0,0,Personal Auto,Four-Door Car,673.780804
Oregon,Female,Bachelor,2764.0,54183.0,70.0,0,Personal Auto,Four-Door Car,336.0
Washington,Male,College,2581.0,46900.0,66.0,0,Personal Auto,Four-Door Car,316.8
Nevada,Female,Doctor,10856.0,59803.0,90.0,0,Corporate Auto,Two-Door Car,22.75546
Oregon,Female,High School or Below,4151.0,53787.0,104.0,0,Corporate Auto,Four-Door Car,666.092015
California,Male,Bachelor,16980.0,35095.0,73.0,0,Corporate Auto,Two-Door Car,525.6
California,Female,College,5029.0,0.0,67.0,0,Personal Auto,Four-Door Car,216.196521
California,Male,High School or Below,64619.0,0.0,217.0,1,Personal Auto,Luxury Car,1562.4
Arizona,Female,College,41103.0,30845.0,116.0,1,Personal Auto,Four-Door Car,556.8
Washington,Male,Bachelor,22659.0,23665.0,67.0,0,Corporate Auto,Four-Door Car,404.817249
California,Male,High School or Below,7013.0,92107.0,88.0,0,Personal Auto,Four-Door Car,16.37296
Oregon,Male,College,8659.0,62464.0,109.0,0,Personal Auto,Sports Car,400.181882
Oregon,Male,Doctor,5214.0,69991.0,65.0,0,Personal Auto,Four-Door Car,4.619402
California,Female,Bachelor,4334.0,23904.0,123.0,3,Personal Auto,SUV,590.4
California,Female,High School or Below,3732.0,0.0,96.0,0,Corporate Auto,Four-Door Car,460.8
Oregon,Female,Bachelor,22243.0,83894.0,110.0,0,Personal Auto,Four-Door Car,82.019005
California,Male,College,12281.0,88340.0,102.0,0,Corporate Auto,Two-Door Car,489.6
California,Male,Master,13024.0,0.0,125.0,0,Corporate Auto,SUV,900.0
Oregon,Male,High School or Below,7489.0,39602.0,64.0,0,Personal Auto,Two-Door Car,307.2
Arizona,Male,Bachelor,2301.0,25905.0,63.0,0,Personal Auto,Four-Door Car,302.4
Nevada,Female,Bachelor,30081.0,24626.0,108.0,0,Personal Auto,SUV,225.971279
California,Female,College,3745.0,59732.0,94.0,0,Corporate Auto,Four-Door Car,135.626867
Arizona,Male,Bachelor,13247.0,36898.0,169.0,1,Personal Auto,SUV,811.2
Arizona,Male,High School or Below,5008.0,92864.0,123.0,0,Personal Auto,SUV,96.338144
Arizona,Female,Bachelor,2396.0,0.0,66.0,2,Corporate Auto,Four-Door Car,433.160284
California,Female,College,5147.0,93752.0,64.0,0,Corporate Auto,Four-Door Car,154.713524
Washington,Male,Bachelor,6540.0,21156.0,89.0,0,Personal Auto,Two-Door Car,111.836561
Arizona,Male,College,7160.0,67206.0,90.0,0,Personal Auto,Four-Door Car,76.289123
California,Male,High School or Below,6087.0,85654.0,76.0,0,Personal Auto,Four-Door Car,46.20341
Oregon,Male,College,9773.0,59325.0,83.0,0,Personal Auto,Four-Door Car,81.599332
California,Male,College,6006.0,13528.0,86.0,0,Personal Auto,Four-Door Car,412.8
Oregon,Female,Master,6812.0,0.0,63.0,1,Personal Auto,Four-Door Car,302.4
California,Male,College,16350.0,0.0,165.0,1,Corporate Auto,SUV,1452.213743
Washington,Female,College,3580.0,75333.0,90.0,1,Personal Auto,Four-Door Car,289.236063
Nevada,Female,Bachelor,5821.0,61108.0,72.0,0,Personal Auto,Four-Door Car,23.773332
Nevada,Female,High School or Below,2840.0,27083.0,73.0,1,Personal Auto,Four-Door Car,525.6
California,Male,High School or Below,10097.0,68997.0,63.0,0,Personal Auto,Four-Door Car,206.926432
California,Female,High School or Below,2674.0,33451.0,67.0,0,Personal Auto,Four-Door Car,337.219884
Nevada,Female,Bachelor,4515.0,21500.0,115.0,0,Corporate Auto,Four-Door Car,39.292196
Oregon,Male,High School or Below,7998.0,26487.0,112.0,0,Corporate Auto,SUV,602.431489
California,Male,High School or Below,2810.0,74713.0,70.0,0,Personal Auto,Four-Door Car,336.0
Washington,Male,Bachelor,4749.0,0.0,70.0,0,Personal Auto,Four-Door Car,504.0
California,Male,Doctor,5273.0,85607.0,66.0,0,Personal Auto,Four-Door Car,67.647131
California,Female,Bachelor,6712.0,44891.0,83.0,0,Personal Auto,Four-Door Car,74.803791
Washington,Male,College,8189.0,89061.0,103.0,0,Personal Auto,SUV,565.267705
Arizona,Male,High School or Below,14430.0,0.0,198.0,0,Personal Auto,Luxury Car,962.159318
Arizona,Female,Bachelor,4376.0,63774.0,111.0,0,Personal Auto,Four-Door Car,60.036683
Oregon,Male,High School or Below,3714.0,93308.0,92.0,0,Personal Auto,Four-Door Car,441.6
Arizona,Male,High School or Below,7590.0,10375.0,66.0,0,Personal Auto,Two-Door Car,316.8
Oregon,Male,Master,2796.0,85950.0,69.0,0,Personal Auto,Four-Door Car,47.70723
Nevada,Female,Bachelor,8641.0,33402.0,109.0,0,Personal Auto,SUV,71.053011
Washington,Male,High School or Below,2625.0,18129.0,71.0,0,Personal Auto,Two-Door Car,340.8
Oregon,Male,College,4815.0,0.0,66.0,0,Personal Auto,Two-Door Car,711.8026
California,Female,College,4460.0,0.0,65.0,1,Corporate Auto,Four-Door Car,312.0
Arizona,Male,College,6047.0,20396.0,76.0,1,Corporate Auto,Four-Door Car,364.8
Oregon,Female,Master,8222.0,13376.0,108.0,0,Personal Auto,Four-Door Car,774.714929
California,Female,College,6798.0,32517.0,94.0,3,Special Auto,Four-Door Car,451.2
California,Male,College,12817.0,28651.0,67.0,0,Personal Auto,Four-Door Car,302.272725
